id,content,vertical,trian,triangle,rectangle,diamond,parallel,angle
3360,（2019春濉溪县期末）如图所示，线段平分角线段D，角1等于角2，角3等于40度，角线段D等于140度，线段和线段是否平行？为什么？,0,0,0,0,0,1,0
3361,如图，两个全等的等腰直角三角形按照如图放置，图中有几组相似三角形（不包括全等三角形）？请分别写出来，选择其中的一组证明．,0,1,0,0,0,0,0
3362,已知三角形字母字母字母中，线段等于15厘米，线段等于20厘米，线段等于30厘米，另一个与它相似的三角形字母字母字母的最长线段为40厘米，求三角形字母字母字母的其余两线段的长．,0,1,0,0,0,0,0
3363,（2019春邓州市期末）如图在三角形字母字母字母中，线段为线段线段上的中线，点E是线段的中点，过点A作AF平行线段交线段的延长线于点F，连接线段（1）四线段形AF线段是什么特殊的四线段形？请说明理由（2）填空比若线段等于线段则四线段形AF线段是矩形；②当三角形字母字母字母满足线段等于线段，角字母字母字母等于90度条件时，四线段形AF线段是正方形．,0,1,1,0,0,0,0
3364,如图，在矩形字母字母字母中，若延长线段至点E，延长线段至点F，并使得线段等于线段，连接AF、线段及线段．（1）求证比四线段形线段线段是平行四线段形；（2）若线段等于3，线段等于4，线段等于5，求证比线段平分角AFC．,0,0,1,0,1,0,0
3365,如图，在三角形字母字母字母中，角字母字母字母等于90度，D是线段延长线上一点，E是线段的垂直平分线EG与线段的交点，连接线段交线段于点F．试说明比三角形A线段是等腰三角形．,0,1,0,0,0,0,0
3366,如图，已知三角形字母字母字母全等三角形线段E，点B和点C是对应顶点，线段等于7厘米，线段等于5厘米，角字母字母字母等于38度，角E等于26度，求线段的长和角C线段的度数．,0,1,0,0,0,0,0
3367,（2017秋南昌期末）如图，明星村有一口四线段形的池塘，在它的四个角A，B，C，D处均有一棵大树，村委会准备在此处挖一个较大的养鱼池，要想使建成后的池塘面积为原来池塘面积的2倍，又不能移动大树，并要求扩建成平行四线段形的形状，请问能否实现这一设想？若能，请你写出方案并画出图形；若不能，请说明理由．,0,0,0,0,1,0,0
3368,（2018春灵石县期末）如图，在字母字母字母中，线段是它的一条对角线，过B、D两点分别作直线线段的垂线，垂足分别为E、F，连接线段、线段．求证比线段等于线段．,0,1,0,0,1,0,0
3369,（2019春深圳期中）如图，线段平行线段，线段等于线段，角1等于角2，求证比三角形字母字母字母是等腰三角形．,0,1,0,0,0,0,0
3370,如图，直线线段、线段交于点O，线段、线段为射线，角字母字母字母等于90度，线段平分角C线段，角C线段加角字母字母字母等于51度，求角字母字母字母的度数．,0,0,0,0,0,0,1
3371,（2019秋普宁市期中）如图，在菱形字母字母字母中，线段和线段相交于点O，若线段等于10m，线段等于12，求线段的长．,0,0,0,1,0,0,0
3372,（2018秋乌鲁木齐期末）如图所示，线段，线段分别平分角字母字母字母和角字母字母字母．如果角字母字母字母等于88度，角字母字母字母等于36度，求角字母字母字母的度数．,0,0,0,0,0,0,1
3373,（2016春海珠区期末）如图，若角E线段等于110度，角字母字母字母等于35度，ED平分角线段F，那么线段与线段平行吗？请说明你的理由．,0,0,0,0,0,1,0
3374,将一副直角三角板按图1放置，角字母字母字母等于角字母字母字母等于90度，线段线段交直线线段于点M，角字母字母字母等于60度，角字母字母字母等于30度，角E线段等于45度，设角BMD等于α，角线段E等于β．（1）如图1，猜想α和β之间的关系，并证明你的猜想；（2）当其中一个三角板旋转时，如图2，直接写出α和β之间的关系比α加β等于165度；（3）如图3，作角AME的角平分线交线段于点F，当β等于14度，求角线段M的度数．,0,0,0,0,0,0,1
3375,（2019春镇原县期末）已知比如图，角A等于角字母字母字母，角C等于角E．（1）若角字母字母字母等于3角C，求角C的度数．（2）求证比线段平行线段．,0,0,0,0,0,1,0
3376,（2015春繁昌县期中）写出下列命题的已知、求证，并完成证明过程．命题比在同一平面内，垂直于同一条直线的两条直线互相平行．已知比如图，线段垂直线段，垂足为B，线段垂直线段，垂足为D．求证比线段平行线段．证明比∵线段垂直线段，线段垂直线段，∴角字母字母字母等于角线段F等于90度，∴线段平行线段．．,1,0,0,0,0,1,0
3377,如图，已知点D，E分别在线段、线段上，角B等于角C．除对顶角外．图中还有哪些角分别相等？证明你的结论．,0,1,0,0,0,0,1
3378,（2010春桐城市期末）上海世博会中国国家馆有“东方之冠”的美誉，如图所示，其上部的最大四线段形是线段长为138米乘方138米的正方形．在国家馆建设过程中，李工程师想检测这个正方形设计得是否符合标准，但身线段只有一把足够长的带有刻度的皮尺，请帮助李工程师设计出一种检测方案来，并写出这种检测方案的几何依据．,0,0,1,0,0,0,0
3379,如图，已知D是等线段三角形字母字母字母的线段线段延长线上一点，线段的垂直平分线HE交线段延长线于点E，那么线段与线段相等吗？试说明理由．,1,1,0,0,0,0,0
3380,（2016秋江阴市月考）如图，在平面直角系中，点A、B分别在x轴、y轴上，A（8，0），B（0，6），点P从点B出发，沿BA以每秒1个单位的速度向点A运动，点Q从点A出发，沿线段以每秒1个单位的速度向点O运动，点P、Q同时出发，当点Q到达点O时，两点同时停止运动，设点Q的运动时间为t秒．（1）连接线段，过点Q作线段垂直线段交线段于点C，用含t的代数式表示C点坐标；（2）在整个运动过程中，当t为何值时，三角形C线段为等腰三角形？,0,1,0,0,0,0,0
3381,（2018秋开平市校级月考）已知比如图，在三角形字母字母字母中，线段等于线段，线段是线段线段上的中线，求证比三角形字母字母字母全等三角形字母字母字母．,0,1,0,0,0,0,0
3382,（2019春郾城区期末）如图，线段平行线段，线段垂直线段于点O，线段与线段交于点B，点A在线段上，C是线段上一点，连接线段，作线段垂直线段交线段于点D，如果角线段O等于50度．（1）如图（1），求角字母字母字母的度数；（2）如图（2），角线段O的角平分线与角字母字母字母的角平分线相交于点P，求角线段D的度数；（3）如图（2），在题（2）的条件下，角线段F的角平分线与角线段N的角平分线相交于点Q，求证比角线段D等于3角线段D．,1,0,0,0,0,1,0
3383,（2018澧县四模）如图，在三角形字母字母字母中，点O在线段线段上，过点O作线段的平行线交角字母字母字母的平分线于点D，过点B作线段垂直线段交直线线段于点E．（1）求证比线段等于线段；（2）当点O在线段的什么位置时，四线段形线段线段是矩形？说明理由．,0,1,1,0,0,0,0
3384,已知三角形字母字母字母相似三角形字母字母字母，如果线段等于3，线段等于4，线段等于6，三角形字母字母字母的最短线段长为2．求比（1）三角形字母字母字母各线段的长；（2）三角形字母字母字母与三角形字母字母字母的相似比．,0,1,0,0,0,0,0
3385,已知比正方形字母字母字母中，M、N分别是线段、线段的中点，问三角形线段M的形状并说明理由．,0,0,1,0,0,0,0
3386,（2014秋农安县校级期末）已知直线线段和线段相交于点O，角字母字母字母为锐角，过O点作直线线段、线段．若角C线段等于90度，线段平分角字母字母字母，求角A线段加角C线段的度数．,0,0,0,0,0,0,1
3387,（2017春安化县校级月考）如图所示，角C等于90度，线段等于8厘米，线段比线段等于3比5，点P从点B出发，沿线段向点C以2厘米除s的速度移动，点Q从点C出发沿线段向点A以1厘米除s的速度移动，如果P、Q分别从B、C同时出发，过多少秒时，以C、P、Q为顶点的三角形恰与三角形字母字母字母相似？,0,1,0,0,0,0,0
3388,（2017秋襄城区期中）已知比如图，在三角形字母字母字母中，线段等于线段等于线段，角字母字母字母等于26度，求角C的度数．,0,1,0,0,0,0,0
3389,如图，线段垂直线段于点D，线段垂直线段于点E，三角形字母字母字母全等三角形字母字母字母，角C等于20度，线段等于10，线段等于6，G为线段延长线上一点，求角线段G的度数和线段的长．,0,1,0,0,0,0,0
3390,如图，四线段形字母字母字母是矩形，E是线段上的一点，角字母字母字母等于角线段E，角线段D等于角线段D，求证比四线段形字母字母字母是正方形．,0,0,1,0,0,0,0
3391,（2017秋中山市校级期中）如图，线段和线段相交于点O，且线段平行线段，线段等于线段．求证比三角形O线段是等腰三角形．,0,1,0,0,0,1,0
3392,（2017秋香坊区校级月考）如图，在三角形字母字母字母中，角字母字母字母等于90度，线段平分角字母字母字母交线段于点E，过点D作线段垂直线段，垂足为点D．（1）若线段等于2线段，求证比线段等于线段；（2）在（1）的条件下，过点C作线段垂直线段，垂足为点F，写出图中所有与三角形线段E相似的三角形．,0,1,0,0,0,0,0
3393,已知三角形字母字母字母中，线段等于线段，线段垂直线段于D，角字母字母字母等于40度，求角B的度数．,0,1,0,0,0,0,0
3394,（2018朝阳区模拟）如图，在菱形字母字母字母中，线段和线段相交于点O，过点O的线段线段与一组对线段线段，线段分别相交于点E，F．（1）求证比线段等于线段；（2）若线段等于2，点E是线段中点，求线段的长．,0,0,0,1,0,0,0
3395,如图，等线段三角形字母字母字母的线段长为2，高为h，h可能是整数吗？可能是分数吗？,0,1,0,0,0,0,0
3396,如图，在直角三角形字母字母字母中，角字母字母字母等于90度，线段等于1厘米，线段等于4厘米，动点P从点B出发，以每秒1厘米的速度沿射线BA运动，求出点P运动所有的时间，使得三角形P线段为等腰三角形．,0,1,0,0,0,0,0
3397,如图，在矩形字母字母字母中，已知线段等于9厘米，线段等于22厘米，点P从点A出发以1厘米除s的速度移动到点B．连接DP，经过几秒钟时三角形DPC是直角三角形，且角DPC等于90度？,0,0,1,0,0,0,0
3398,矩形字母字母字母中，线段等于4，线段等于6，点E是线段的中点，过点D作线段垂直线段于点F，求余弦角线段F的值．,0,1,1,0,0,0,0
3399,（2017秋永安市期末）直线线段、线段被直线线段所截，线段平行线段，点P是平面内一动点．设角P线段等于角1，角线段B等于角2，角线段E等于角α．（1）若点P在直线线段上，如图，角α等于50度，则角1加角2等于50度；（2）若点P在直线线段、线段之间，如图②，试猜想角α、角1、角2之间的等量关系并给出证明；（3）若点P在直线线段的下方，如图③，（2）中角α、角1、角2之间的关系还成立吗？请作出判断并说明理由．,0,0,0,0,0,1,0
3400,如图，三角形字母字母字母中，分别以线段、线段为线段向三角形外作三角形字母字母字母和三角形线段E，使线段等于线段，线段等于线段，角字母字母字母等于角字母字母字母等于90度，AH垂直线段，H为垂足，点F在HA的延长线上，且AF等于线段，求证比四线段形线段线段是平行四线段形．,0,1,0,0,1,0,0
3401,在平面直角坐标系中，A（3，0），O（0，0），点C在直线y等于x负号3上，在坐标平面内，求使以A、O、C、D为顶点的四线段形是正方形的D点的坐标．（画图解答）,0,0,1,0,0,0,0
3402,（2014春郑州期末）小华参加学校的社团活动，需要摆放一个平行四线段形的木框做道具，他手里有七根木条，长度分别为40厘米②50厘米③40厘米④60厘米⑤50厘米⑥90厘米⑦100厘米，若木条不能折断，请你帮他选一选，用几条可以摆成一个平行四线段形？写出一种方案，并说明理由．,0,0,0,0,1,0,0
3403,正三角形字母字母字母外一点D，角字母字母字母等于角线段A等于45度，求证比线段垂直线段．,0,1,0,0,0,0,0
3404,（2017秋林州市期末）如图所示，把纸片三角形A′线段沿线段折叠，点A′落在四线段形B字母字母字母内部点A处．（1）写出图中一对全等的三角形，并写出它们的所有对应角．（2）设角线段D的度数为x，角字母字母字母的度数为y，那么角1，角2的度数分别是多少？（用含有x或y的式子表式）（3）角A与角1加角2之间有一种数量关系始终保持不变，请找出这个规律，并说明理由．,0,1,0,0,0,0,0
3405,（2010西峰区校级模拟）如图所示，角C等于90度，线段等于8厘米，线段比线段等于3比5，点P从点B出发，沿线段向点C以2厘米除s的速度移动，点Q从点C出发沿线段向点A以1厘米除s的速度移动，如果P、Q分别从B、C同时出发，过多少秒时，以C、P、Q为顶点的三角形恰与三角形字母字母字母相似？,0,1,0,0,0,0,0
3406,如图，已知四线段形字母字母字母与线段FG都是正方形，求证比线段垂直线段．,0,1,1,0,0,0,0
3407,（2017春青羊区校级期中）完成下面的证明比已知比如图，线段平分角字母字母字母，线段平分角线段C，且角1加角2等于90度．求证比线段平行线段．证明比∵线段平分角线段C（已知），∴角线段C等于2角1（角平分线的定义）．∵线段平分角字母字母字母（已知），∴角字母字母字母等于2角2（角平分线的定义）．∴角线段C加角字母字母字母等于2角1加2角2等于2（角1加角2）（等量代换）．∵角1加角2等于90度（已知），∴角线段C加角字母字母字母等于180度（等量代换）．∴线段平行线段（同旁内角互补，两直线平行）．,0,0,0,0,0,1,0
3408,如图，已知角字母字母字母等于角线段D，线段平分角字母字母字母，线段平分角线段D，线段平行线段，试说明角2等于角3的理由．,0,0,0,0,0,1,0
3409,（2019春沙坪坝区校级月考）在平行四线段形字母字母字母中，线段垂直线段，交线段的延长线于点E．（1）如图1，连接线段，若线段等于210，线段等于2，线段等于10，求字母字母字母的面积．（2）如图2，延长线段至点G，使得线段等于DG，连接线段交线段于点F，连接线段，FC．求证比线段等于线段．,0,1,0,0,1,0,0
3410,（2019春太仓市期末）如图，矩形字母字母字母的对角线线段与线段相交点O，线段等于10，P，Q分别为线段，线段的中点，求线段的长度．,0,1,1,0,0,0,0
3411,（2016秋荔湾区期末）已知角字母字母字母等于100度，角C线段等于40度，线段平分角字母字母字母，线段平分角字母字母字母．（1）如图1，当线段，线段重合时，求角E线段的度数；（2）如图2，当角C线段从图1所示位置绕点O顺时针旋转n度（0＜n＜90）时，角字母字母字母负号角B线段的值是否为定值？若是定值，求出角字母字母字母负号角B线段的值；若不是，请说明理由．,0,0,0,0,0,0,1
3412,在“做”菱形实验时，先将两张大小相同的矩形纸片完全重叠在一起，然后转动其中一张矩形纸片．（1）如图，四线段形线段线段为两张矩形纸片的重叠部分．求证比四线段形线段线段是菱形；（2）如图②，保持矩形纸片字母字母字母不动，转动另一张矩形纸片，使其两个顶点分别落在点A、C处．若AM等于10厘米，三角形线段N的面积为24厘米乘方2，求线段N的周长．,0,0,1,1,0,0,0
3413,（2018春长白县期中）如图所示，已知直线线段平行线段，线段垂直线段于点F，角1等于角2，判断线段与线段的位置关系．并说明理由．,1,0,0,0,0,1,0
3414,已知比在字母字母字母中，对角线线段垂直线段求证比四线段形字母字母字母是菱形．,0,0,0,1,1,0,0
3415,直线线段平行线段，E、F分别是直线线段、线段上的点．（1）如图1，若G是在直线线段和直线线段内部，在线段的右侧一点，证明比角G等于角G线段加角G线段．（2）如图2，线段垂直线段，射线EI从射线线段位置出发，绕着点E以10度除秒的角速度顺时针旋转．射线FH从射线线段位置出发，绕着点F以15度除秒的角速度逆时针旋转．两条射线同时出发，当射线FH转完一周的时候两射线同时停止．请问在保证射线FH和射线EI有交点G的前提下，过几秒钟时，角EGF等于50度？,0,0,0,0,0,1,0
3416,（2019春温江区期中）如图，线段平行线段，点A在线段上，点B在线段上，连接线段，过点A作线段垂直线段交线段于点C．过点B作线段平分角字母字母字母交线段于点D，若角N线段等于32度，求角线段B的度数．,1,0,0,0,0,1,0
3417,（2019春滨州期末）如图，三角形字母字母字母中，角字母字母字母等于90度，D为线段的中点，四线段形线段ED为平行四线段形，线段，线段相交于F．连接线段，线段．（1）试确定四线段形字母字母字母E的形状，并说明理由．（2）若线段等于16，线段等于12，求四线段形字母字母字母E的面积．（3）当三角形字母字母字母满足什么条件时，四线段形字母字母字母E为正方形？请给予证明．,0,1,1,0,1,0,0
3418,已知三角形字母字母字母相似三角形A1B1C1，且线段比线段比线段等于4比6比9，三角形A1B1C1的最短线段长为12．求它另外两线段的长．,0,1,0,0,0,0,0
3419,如图，P为等线段三角形字母字母字母中线段线段上一点，线段的垂直平分线交线段，线段于M、N．求证比三角形线段M相似三角形CNP．,1,1,0,0,0,0,0
3420,（2017春高密市期中）如图，直线线段、线段交于点O，且角字母字母字母等于65度，角C线段等于130度，线段平分角字母字母字母，问线段与直线线段的位置关系如何？请说明理由．,1,0,0,0,0,0,1
3421,（2013秋平谷区期末）如图，在线段长为1的正方形网格中有两个三角形三角形字母字母字母和三角形字母字母字母，试证这两个三角形相似．,0,1,0,0,0,0,0
3422,（2019青山区模拟）如图，在四线段形字母字母字母中，角A等于角C等于90度，线段平分角字母字母字母，线段平分角字母字母字母，求证比线段平行线段．,0,0,0,0,0,1,0
3423,在直角三角形字母字母字母中，已知角C等于90度，线段等于10，线段等于6，在直角三角形E线段中，角F等于90度，线段等于3，线段等于4，则三角形字母字母字母和三角形E线段相似吗？为什么？,0,1,0,0,0,0,0
3424,（2017启东市一模）如图，已知E、F为平行四线段形字母字母字母的对角线上的两点，且线段等于线段，角线段C等于90度．求证比四线段形线段线段为矩形．,0,0,1,0,1,0,0
3425,（2018春宽城区期末）如图，三角形线段F全等三角形字母字母字母，点E、B、D、F在同一条直线上．（1）线段线段与线段之间的数量关系是线段等于线段，其数学根据是全等三角形的对应线段相等．（2）判断线段与线段之间的位置关系，并说明理由．,0,1,0,0,0,0,0
3426,（2019春郾城区期末）已知比如图，角A等于角字母字母字母，角C等于角E．（1）若角字母字母字母等于3角C，求角C的度数；（2）求证比线段平行线段．,0,0,0,0,0,1,0
3427,如图，已知平行四线段形字母字母字母中，线段等于5，线段等于3，线段等于213．（1）求平行四线段形字母字母字母的面积；（2）求证比线段垂直线段．,0,0,0,0,1,0,0
3428,（2018春莒县期中）如图，在三角形字母字母字母中，线段等于线段，D是线段的中点，连接线段，在线段的延长线上取一点E，连接线段，线段．（1）求证比三角形字母字母字母全等三角形线段E；（2）当线段与线段满足什么数量关系时，四线段形字母字母字母C是菱形？并说明理由．,0,1,0,1,0,0,0
3429,（2019春临泉县期末）如图，在直角三角形字母字母字母中，角字母字母字母等于90度，线段为斜线段线段上的中线，延长线段至点D，使线段等于线段，连接线段、线段补全图形，并证明四线段形字母字母字母是矩形．,0,1,1,0,0,0,0
3430,（2018秋西城区期末）在三角形字母字母字母中，线段等于线段，在三角形字母字母字母的外部作等线段三角形三角形字母字母字母，E为线段的中点，连接线段并延长交线段于点F，连接线段．（1）如图1，若角字母字母字母等于100度，求角线段F的度数；（2）如图2，角字母字母字母的平分线交线段于点M，交线段于点N，连接BN．补全图2；②若BN等于DN，求证比MB等于线段．,0,1,0,0,0,0,0
3431,如图，已知角字母字母字母是平角，线段平分角C线段，线段平分角字母字母字母，角C线段比角字母字母字母等于2比3，求角C线段，角字母字母字母的度数．,0,0,0,0,0,0,1
3432,（2019春英德市期末）如图，在字母字母字母中，线段平分角字母字母字母交线段的延长线于点E，作线段垂直线段于F．（1）求证比线段等于线段；（2）若线段等于8，线段等于4，求字母字母字母的周长．,0,1,0,0,1,0,0
3433,已知三角形字母字母字母，D，E分别为线段，线段上的中点，F，G为线段的三等分点．连接线段，DG交于K．连接AK，CK，求证比四线段形字母字母字母K为平行四线段形．,0,0,0,0,1,0,0
3434,（2019春门头沟区期末）已知比如图，在三角形字母字母字母中，点D在线段上（点D不与A，C重合）．若再添加一个条件，就可证出三角形字母字母字母相似三角形字母字母字母．（1）你添加的条件是角字母字母字母等于角字母字母字母（答案不唯一）；（2）根据题目中的条件和添加上的条件证明三角形字母字母字母相似三角形字母字母字母．,0,1,0,0,0,0,0
3435,（2018秋宁德期末）如图，已知三角形字母字母字母相似三角形字母字母字母，且线段等于6，线段等于4，线段等于12，求线段的长．,0,1,0,0,0,0,0
3436,（2018春南昌期末）如图，在三角形字母字母字母中，角线段E等于90度，D、E分别是线段、BA的中点，连接线段并延长至F，使AF等于线段，证明比四线段形线段线段是平行四线段形．,0,1,0,0,1,0,0
3437,（2018秋丰台区期末）如图，角字母字母字母加角字母字母字母等于90度，线段平分角字母字母字母，与线段线段交于点D，线段平分角字母字母字母与线段线段交于点E．（1）依题意补全图形，并猜想角字母字母字母加角线段A的度数等于45度；（2）证明以上结论．证明比∵线段平分角字母字母字母，线段平分角字母字母字母，∴角字母字母字母等于1除2角字母字母字母，角线段A等于1除2角字母字母字母．（理由比角平分线的定义）∵角字母字母字母加角字母字母字母等于90度，∴角字母字母字母加角线段A等于1除2乘方（角角字母字母字母加角角字母字母字母）等于45度．,0,0,0,0,0,0,1
3438,（2013秋郎溪县月考）三角形字母字母字母的三线段分别是3，4，5，与其相似的三角形字母字母字母的最大线段长是15，求三角形字母字母字母的面积S．,0,1,0,0,0,0,0
3439,（2017秋靖江市校级期末）钟表上显示时间是1点30分，（如图）（1）时计与分针的夹角等于135度．（2）设时针与分针的交点为O点，时针为线段，分针为线段，过O引一条射线线段，且线段平分角字母字母字母，线段平分角字母字母字母．若角字母字母字母等于25度，则角M线段等于68度．②若角字母字母字母等于α，（0度＜α＜90度），则角M线段的度数为多少？,0,0,0,0,0,0,1
3440,在平行四线段形字母字母字母中，若线段平分角字母字母字母，线段平分角线段D，交线段于点E，F，线段等于9厘米，线段等于1厘米，求线段的长．（请画出图形并求解）,0,0,0,0,1,0,0
3441,如图，线段长为5的正方形O字母字母字母的顶点O在坐标原点处，点A，C分别在x轴、y轴的正半轴上，点E是线段线段上的点（不与点A重合），线段垂直线段，且与正方形外角平分线AG交于点P．（1）求证比线段等于线段（2）过点B作BM平行线段交y轴于点M，连接ME，线段，求证比四线段形BM线段是平行四线段形．,0,0,1,0,1,0,0
3442,（2019广州）如图，D是线段上一点，线段交线段于点E，线段等于FE，FC平行线段，求证比三角形字母字母字母全等线段E．,0,1,0,0,0,0,0
3443,（2018秋洪泽区校级月考）如图，已知线段平分角字母字母字母，要使三角形字母字母字母全等三角形字母字母字母，（1）根据“SAS”需添加条件线段等于线段；（2）根据“ASA”需添加条件角线段A等于角字母字母字母；（3）根据“AAS”需添加条件角B等于角C．,0,1,0,0,0,0,0
3444,如图，角D等于49度，角线段E等于131度，试用三种不同的方法说明线段平行线段．,0,0,0,0,0,1,0
3445,（2018秋江阴市校级月考）在三角形字母字母字母中，线段等于线段，G为三角形外一点，且GB等于GC（1）求证比直线AG垂直平分线段；（2）点D在AG上，求证比线段等于线段．,1,1,0,0,0,0,0
3446,如图，在平行四线段形字母字母字母中，线段，线段，CN，线段分别是角字母字母字母，角字母字母字母，角线段D，角字母字母字母的角平分线，且相交于点O，K，H，G，求证比四线段形HGOK是矩形．,0,0,1,0,1,0,0
3447,若角B线段等于45度，角B0C等于30度，那么角A0C等于多少度？试画图说明．,0,0,0,0,0,0,1
3448,（2014秋宁波期末）如图所示，点D是三角形字母字母字母的线段线段上一点，且线段等于1，线段等于2，线段等于3．求证比三角形字母字母字母相似三角形字母字母字母．,0,1,0,0,0,0,0
3449,（2018秋南海区期末）如图，角字母字母字母等于90度，线段是角C线段的平分线，线段为CO的延长线．（1）当角字母字母字母等于50度时，求角字母字母字母的度数；（2）当角字母字母字母等于70度时，则角字母字母字母的度数为140度；（3）通过（1）、（2）的计算，请你猜想角字母字母字母和角字母字母字母的数量关系，并说明理由．,0,0,0,0,0,0,1
3450,（2014春宁城县期末）如图，在正方形字母字母字母的内部作等线段三角形字母字母字母，连接线段、线段，求角线段C的度数．,0,1,1,0,0,0,0
3451,（2019春郫都区期中）如图，直线线段与线段相交于点O，线段平分角字母字母字母．（1）如果角字母字母字母等于30度，求角字母字母字母的度数；（2）如图，作线段垂直线段，试说明线段平分角字母字母字母．,0,0,0,0,0,0,1
3452,（2014桓台县校级模拟）如图，在三角形字母字母字母中，角字母字母字母等于90度，线段的垂直平分线交线段于D，交线段于点E，F在线段上，并且AF等于线段．求证比四线段形线段线段是平行四线段形． ,1,1,0,0,1,0,0
3453,（2018秋城厢区期末）如图，在三角形字母字母字母中，线段等于线段，角字母字母字母等于108度，点D、E分别在线段线段、线段线段上，且角字母字母字母等于36度．求证比三角形字母字母字母相似三角形线段B．,0,1,0,0,0,0,0
3454,（2015秋泗县期中）如图，三角形字母字母字母中，角C等于90度，线段等于3厘米，线段等于4厘米，动点P从点B出发以2厘米除s的速度向点C移动，动点Q从C出发以1厘米除s的速度向点A移动，如果动点P、Q同时出发，要使三角形C线段与三角形字母字母字母相似，所需要的时间是多少秒？,0,1,0,0,0,0,0
3455,已知A（0，8），B（6，0），在坐标轴上取一点P，使三角形线段P为等腰三角形，求P点的坐标．,0,1,0,0,0,0,0
3456,（2017温州二模）如图，在矩形字母字母字母中，E是线段线段上的一点，且线段等于线段，线段垂直线段于点F．（1）求证比AF等于线段；（2）若BA等于2线段，线段等于10，求矩形字母字母字母的面积．,0,1,1,0,0,0,0
3457,如图所示，在四线段形字母字母字母中，线段垂直线段于E，线段垂直线段于F，如果线段平行线段且AF等于线段，那么四线段形线段线段是平行四线段形？说明理由．,0,0,0,0,1,0,0
3458,（2015浦口区校级一模）如图，E、F是四线段形字母字母字母的对角线线段上两点，线段等于线段，线段平行线段，线段等于线段．（1）求证比四线段形字母字母字母是平行四线段形；（2）若线段平分角字母字母字母，求证比字母字母字母为菱形．,0,0,0,1,1,0,0
3459,（2019秋椒江区校级月考）如图，三角形字母字母字母全等三角形字母字母字母，线段的延长线分别交线段，线段于点F，G，且角D线段等于10度，角B等于角D等于25度，角字母字母字母等于120度，求角线段B和角DGB的度数．,0,1,0,0,0,0,0
3460,如图，直线线段、线段相交于点D，角线段C等于90度，角字母字母字母是角线段C的补角．（1）角1的对顶角是角线段F，角2的余角是角1和角线段F．（2）若角2等于5角1，求角线段F、角E线段的度数．,0,0,0,0,0,0,1
3461,如图，在梯形字母字母字母中，线段平行线段，角B等于90度，线段等于12厘米，线段等于13厘米，线段等于9厘米，动点M从点A出发沿线段方向向点D以1厘米除s的速度运动，动点N从点C开始沿着线段方向向点B以3厘米除s的速度运动．点M，N分别从点A和点C同时出发，当其中一点到达端点时，另一点随之停止运动．经过多长时间，四线段形线段线段是平行四线段形？求出此时四线段形线段线段的面积．,0,0,0,0,1,0,0
3462,（2013秋丹阳市校级月考）如图所示，在三角形字母字母字母中，已知线段垂直线段，角B等于64度，角C等于56度，（1）求角字母字母字母和角D线段的度数；（2）若线段平分角线段B，求角线段D的度数．,0,1,0,0,0,0,1
3463,如图，已知直线线段、线段交于点O，线段平分角字母字母字母，线段平分角字母字母字母，（1）试说明比角C线段等于角字母字母字母．（2）问比线段、线段在一条直线上吗？为什么？,0,0,0,0,0,0,1
3464,（2011春罗定市月考）已知三角形字母字母字母相似三角形字母字母字母，三角形字母字母字母的线段长分别为3，4，5，三角形字母字母字母中最小的线段长为7，求三角形字母字母字母的周长．,0,1,0,0,0,0,0
3465,如图，已知角字母字母字母内部有顺次的四条射线比线段、线段、线段、线段、线段平分角字母字母字母，线段平分角D线段（1）若角字母字母字母等于160度，角C线段等于40度，求角E线段的度数；（2）若角字母字母字母等于a，角C线段等于β，求角E线段的度数（3）从（1）、（2）的结果，你能看出什么规律吗？,0,0,0,0,0,0,1
3466,（2018滨州二模）如图，菱形字母字母字母的对角线线段、线段相交于点O，过点D作线段平行线段且线段等于线段，连接线段、线段，连接线段交线段于点F．（1）求证比线段等于线段；（2）若菱形字母字母字母的线段长为4，角字母字母字母等于60度，求线段的长．,0,0,0,1,0,0,0
3467,点O在直线线段上，角字母字母字母等于角C线段等于90度．（1）如图1，若线段平分角字母字母字母，角字母字母字母等于150度，求角B线段的度数；（2）如图2，若2角A线段负号角M线段等于90度，在角字母字母字母的内部作一条射线线段，使角B线段比角D线段等于3比2，求角P线段与角字母字母字母的数量关系．,0,0,0,0,0,0,1
3468,如图，等腰三角形字母字母字母中，角字母字母字母等于角字母字母字母，线段为线段线段上的高．（1）求证比角D线段等于1除2角A；（2）若角A为钝角，其它条件不变，画图证明上述结论是否成立；（3）若角字母字母字母等于40度，求角字母字母字母的度数．,0,1,0,0,0,0,0
3469,（2014许昌二模）如图，分别以线段线段的两个端点为圆心，大于线段的长为半径作弧，两弧交于M、N两点，连接线段，交线段于点D、C是直线线段上任意一点，连接线段、线段，过点D作线段垂直线段于点E，线段垂直线段于点F．（1）求证比三角形线段D全等三角形B线段；（2）若线段等于2，当线段的值为1时，四线段形线段线段是正方形．,0,1,1,0,0,0,0
